,id_eq,FCAO,SiO2,Al2O3,Fe2O3,CaO,MgO,SO3,K2O,Na2O,C3S,C2S,C3A,C4AF,A/S," ""CaO""  [CurrentProduct.Dry basis]"," ""SiO2""  [CurrentProduct.Dry basis]"," ""Al2O3""  [CurrentProduct.Dry basis]"," ""Fe2O3""  [CurrentProduct.Dry basis]"," ""MgO""  [CurrentProduct.Dry basis]"," ""CaO""  [Rolling.Analysis1.Dry basis]"," ""SiO2""  [Rolling.Analysis1.Dry basis]"," ""Al2O3""  [Rolling.Analysis1.Dry basis]"," ""Fe2O3""  [Rolling.Analysis1.Dry basis]"," ""MgO""  [Rolling.Analysis1.Dry basis]"
3542,0,1.762814,20.78323,4.946885,2.399052,66.09585,2.647013,1.58062,0.7116272,0.3734718,67.283423766,3.413324562175994,9.050049265999998,7.300315236000001,0.688045999030102,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3543,0,1.622028,20.76636,4.960911,2.408803,66.06081,2.671911,1.518163,0.6891805,0.3665969,67.73395713400002,3.4574525690031948,9.070719474,7.329987528999999,0.6979256205092583,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3544,1,1.379115,20.86175,4.93971,2.391987,65.81992,2.908295,1.685324,0.7024853,0.3889325,67.18370396499999,4.892071961768018,9.042989496,7.278816441,0.6525203562543513,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3545,2,1.270668,21.0701,4.909257,2.349513,65.75243,2.759121,1.703916,0.7250479,0.4009137,66.032300986,6.6910881679184016,9.034155054,7.149568059,0.6657429371830487,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3546,0,1.57245,20.7544,4.958518,2.415956,66.27158,2.671957,1.520546,0.6858878,0.370983,68.890577226,2.7028711410656214,9.052275148,7.351754108000001,0.6987108839902406,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3547,1,1.548026,20.91721,4.980547,2.386008,65.61922,2.887829,1.745004,0.6959275,0.3819831,64.99172858799999,6.18594889403041,9.161324014,7.260622344,0.6218668511700225,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3549,0,1.876491,20.67192,4.88009,2.359771,66.16896,2.663594,1.626095,0.7304186,0.3750873,68.46913214899996,1.8505798598960297,8.939505968,7.180783153,0.6799212001556216,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3550,0,1.811241,20.69107,4.895685,2.375105,66.11006,2.658208,1.599164,0.7172156,0.3733378,68.22274816900003,2.2917483310079874,8.95488759,7.227444515,0.6829333632244947,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3551,2,1.662332,20.7335,4.902173,2.379739,66.30481,2.779234,1.766816,0.6372365,0.386005,69.24910295400002,2.096436813025605,8.964240062000002,7.241545777,0.5888558310045575,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3552,1,1.648844,20.92423,4.930597,2.364634,65.95858,2.896308,1.699801,0.6897042,0.3830337,66.27560998999998,4.927886653518428,9.065121322,7.195581262000001,0.6360858301238821,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3553,2,1.127362,20.84546,4.826711,2.370745,66.07923,2.718467,1.753614,0.6625409,0.3793958,70.17754877999998,3.359986351019245,8.77948361,7.214177035,0.6007066341205171,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3554,0,1.859747,20.64373,4.886011,2.368538,66.31017,2.665842,1.563718,0.7080972,0.3721621,69.27409279500002,1.2139203617792376,8.940362853999998,7.207461134000001,0.6924810459327958,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3555,0,1.871004,20.63865,4.895831,2.367233,66.3277,2.668282,1.58339,0.7094537,0.3752339,69.274133568,1.1647531674912202,8.968593914,7.203490019000001,0.6871100342759975,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3556,1,1.440419,21.0472,5.060503,2.437141,66.07896,2.951843,1.354411,0.6495061,0.3768975,65.70320962699992,6.35236750058565,9.286690378,7.416220063000001,0.7671899473460271,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
3557,2,1.658339,20.90647,4.947091,2.36881,66.37249,2.867282,1.563091,0.6413589,0.3924895,67.940181083,3.5920556139711977,9.101764630000002,7.20828883,0.6732016409909958,41.66631,14.34193,3.27718,1.50156,2.73787,0.782826367594357,0.7671962325101076,0.2509098477235714,0.15721853444888076,0.4121339952386072
